Internal,22.17,22.41,22.50,External,20.02,19.99,20.06,0,
InteInternal,22.14,22.41,22.48,External,20.00,20.04,20.02,0,
Internal,22.20,22.37,22.48,External,20.10,20.02,20.08,1,
Internal,22.14,22.42,22.45,External,20.02,20.08,20.04,1,
Internal,22.17,22.34,22.42,External,20.02,19.98,20.02,1,
Internal,22.17,22.37,22.53,External,20.02,20.02,20.12,1,
Internal,22.17,22.34,22.48,External,20.11,20.00,20.09,1,
Internal,22.12,22.37,22.48,External,20.00,20.02,20.08,1,
Internal,22.17,22.34,22.45,External,20.05,19.99,20.08,0,
Internal,22.14,22.41,22.48,External,20.02,20.05,20.08,0,
Internal,22.14,22.37,22.50,External,20.08,20.05,20.10,0,
Internal,22.14,22.42,22.45,External,20.02,20.09,20.05,0,
Internal,22.12,22.42,22.45,External,20.04,20.09,20.05,0,
Internal,22.20,22.34,22.42,External,20.10,20.02,399.98,0,
Internal,22.17,22.33,22.45,External,20.09,20.00,20.59,0,
Internal,22.20,22.34,22.48,External,20.04,20.04,2.70,0,
Internal,22.12,22.37,22.48,External,20.00,20.05,20.11,0,
Internal,22.17,22.37,22.42,External,20.10,20.05,399.98,0,
Internal,22.14,22.41,22.48,External,20.05,20.11,20.09,0,
Internal,22.14,22.41,22.48,External,20.08,20.10,20.09,0,
Internal,22.12,22.41,22.48,External,20.06,20.08,15.54,0,
Internal,22.12,22.37,22.48,External,20.12,20.08,27.87,0,
Internal,22.14,22.41,22.48,External,20.06,20.06,20.11,0,
Internal,22.09,22.41,22.50,External,20.02,20.08,20.13,0,
Internal,22.14,22.41,22.48,External,20.04,20.10,20.11,0,
Internal,22.09,22.42,22.45,External,20.00,20.12,20.09,0,
Internal,22.22,22.42,22.42,External,20.13,20.12,20.05,0,
Internal,22.09,22.37,22.48,External,19.95,20.08,20.12,0,
Internal,22.17,22.34,22.48,External,20.10,20.04,20.11,0,
Internal,22.14,22.37,22.48,External,20.00,20.08,20.13,0,
Internal,22.12,22.37,22.42,External,20.06,20.08,20.02,0,
Internal,22.14,22.34,22.48,External,20.08,20.05,20.12,0,
Internal,22.12,22.37,22.48,External,20.05,20.09,20.13,0,
Internal,22.12,22.41,22.41,External,20.04,20.11,20.05,0,
Internal,22.17,22.41,22.42,External,20.18,20.12,20.08,0,
Internal,22.14,22.34,22.45,External,20.10,20.08,20.11,0,
Internal,22.14,22.37,22.48,External,20.06,20.10,20.13,0,
Internal,22.14,22.41,22.41,External,20.08,20.13,20.06,0,
Internal,22.14,22.34,22.48,External,20.10,20.10,20.15,0,
Internal,22.14,22.37,22.45,External,20.04,20.10,20.11,0,
Internal,22.09,22.37,22.45,External,20.02,20.13,20.11,0,
Internal,22.14,22.37,22.42,External,20.10,20.11,20.10,0,
Internal,22.12,22.37,22.48,External,20.00,20.13,20.18,0,
Internal,22.14,22.34,22.45,External,20.04,20.10,20.15,0,
Internal,22.14,22.34,22.45,External,20.05,20.10,20.11,0,
Internal,22.12,22.34,22.48,External,19.99,20.12,20.16,0,
Internal,22.12,22.30,22.42,External,20.06,20.06,20.12,0,
Internal,22.12,22.33,22.42,External,20.06,20.11,20.12,0,
Internal,22.12,22.37,22.42,External,20.10,20.15,20.12,0,
Internal,22.09,22.33,22.42,External,20.00,20.12,20.12,0,
Internal,22.12,22.30,22.42,External,20.06,20.08,20.15,0,
Internal,22.14,22.33,22.45,External,20.15,20.12,20.17,0,
Internal,22.14,22.37,22.45,External,20.11,20.17,20.16,0,
Internal,22.06,22.33,22.41,External,20.02,20.12,20.11,0,
Internal,22.12,22.27,22.37,External,20.12,20.05,20.10,0,
Internal,22.12,22.27,22.41,External,20.06,20.10,20.12,0,
Internal,22.12,22.33,22.37,External,20.11,20.13,20.10,0,
Internal,22.14,22.33,22.41,External,20.05,20.13,20.12,0,
Internal,22.09,22.30,22.42,External,20.13,20.10,20.15,0,
Internal,22.06,22.33,22.42,External,20.06,20.13,20.16,0,
Internal,22.06,22.33,22.37,External,20.08,20.16,20.11,0,
Internal,22.09,22.30,22.42,External,20.02,20.10,20.18,0,
Internal,22.09,22.33,22.42,External,20.12,20.16,20.18,0,
Internal,22.09,22.30,22.37,External,20.05,20.13,20.11,0,
Internal,22.06,22.27,22.42,External,20.10,20.10,20.18,1,
Internal,22.12,22.25,22.42,External,20.18,20.08,20.16,1,
Internal,22.12,22.33,22.42,External,20.11,20.17,20.15,1,
Internal,22.06,22.30,22.42,External,20.06,20.13,20.16,1,
Internal,22.06,22.33,22.41,External,20.04,20.16,20.16,1,
Internal,22.06,22.22,22.34,External,20.10,20.08,20.11,0,
Internal,22.06,22.33,22.42,External,20.10,20.18,20.16,0,
Internal,22.09,22.25,22.41,External,20.05,20.10,20.17,0,
Internal,22.12,22.27,22.37,External,20.05,20.10,20.13,0,
Internal,22.12,22.30,22.41,External,20.04,20.13,20.16,0,
Internal,22.09,22.25,22.41,External,20.08,20.10,20.16,0,
Internal,22.14,22.30,22.34,External,20.11,20.12,20.10,0,
Internal,22.09,22.33,22.41,External,20.02,20.17,20.13,0,
Internal,22.12,22.34,22.45,External,20.00,20.17,20.20,0,
Internal,22.17,22.25,22.37,External,20.11,20.09,20.13,0,
Internal,22.17,22.33,22.41,External,20.05,20.16,20.16,0,
Internal,22.17,22.33,22.41,External,20.13,20.17,20.17,0,
Internal,22.20,22.30,22.42,External,20.11,20.12,20.16,0,
Internal,22.20,22.27,22.48,External,20.13,20.10,20.26,0,
Internal,22.17,22.34,22.37,External,20.09,20.13,20.11,0,
Internal,22.14,22.30,22.45,External,20.05,20.10,20.18,0,
Internal,22.17,22.34,22.42,External,20.13,20.15,20.16,0,
Internal,22.22,22.34,22.45,External,20.15,20.15,20.17,0,
Internal,22.20,22.30,22.41,External,20.12,20.10,20.13,0,
Internal,22.17,22.37,22.42,External,20.04,20.18,20.16,0,
Internal,22.14,22.33,22.34,External,20.04,20.13,20.06,0,
Internal,22.25,22.34,22.41,External,20.16,20.15,20.12,0,
Internal,22.20,22.34,22.42,External,20.11,20.13,20.13,0,
Internal,22.22,22.37,22.41,External,20.13,20.17,20.13,0,
Internal,22.17,22.34,22.45,External,20.15,20.13,20.17,0,
Internal,22.22,22.37,22.37,External,20.12,20.20,20.10,0,
Internal,22.22,22.34,22.42,External,20.13,20.13,20.16,0,
Internal,22.22,22.37,22.42,External,20.15,20.17,20.16,0,
Internal,22.27,22.37,22.48,External,20.20,20.16,20.22,0,
Internal,22.22,22.37,22.41,External,20.13,20.17,20.12,0,
Internal,22.25,22.34,22.45,External,20.10,20.15,20.16,0,
Internal,22.17,22.37,22.48,External,20.05,20.17,20.20,0,
Internal,22.22,22.37,22.41,External,20.10,20.17,20.12,0,
Internal,22.20,22.41,22.41,External,20.12,20.20,20.16,0,
Internal,22.22,22.33,22.45,External,20.12,20.12,20.17,0,
Internal,22.20,22.34,22.42,External,20.10,20.12,20.13,0,
Internal,22.22,22.42,22.42,External,20.16,20.20,20.15,0,
Internal,22.25,22.34,22.45,External,20.12,20.12,20.18,0,
Internal,22.22,22.34,22.41,External,20.15,20.15,20.12,0,
Internal,22.20,22.41,22.45,External,20.12,20.20,20.17,0,
Internal,22.25,22.37,22.45,External,20.11,20.17,20.17,0,
Internal,22.25,22.37,22.41,External,20.15,20.18,20.11,0,
Internal,22.22,22.33,22.42,External,20.10,20.12,20.16,0,
Internal,22.20,22.41,22.42,External,20.10,20.20,20.16,0,
Internal,22.22,22.34,22.45,External,20.18,20.13,20.17,0,
Internal,22.20,22.37,22.41,External,20.20,20.18,20.12,0,
Internal,22.17,22.33,22.42,External,20.10,20.16,20.15,0,
Internal,22.25,22.33,22.45,External,20.16,20.16,20.18,0,
Internal,22.22,22.34,22.48,External,20.15,20.15,20.20,0,
Internal,22.20,22.37,22.42,External,20.11,20.17,20.16,0,
Internal,22.17,22.41,22.42,External,20.04,20.20,20.15,0,
Internal,22.17,22.34,22.42,External,20.09,20.15,20.16,0,
Internal,22.20,22.37,22.42,External,20.13,20.20,20.18,0,
Internal,22.25,22.34,22.37,External,20.24,20.15,20.11,0,
Internal,22.22,22.41,22.42,External,20.16,20.23,20.18,0,
Internal,22.22,22.33,22.37,External,20.16,20.16,20.10,0,
Internal,22.22,22.37,22.41,External,20.16,20.22,20.12,1,
Internal,22.14,22.34,22.41,External,20.12,20.17,20.12,1,
Internal,22.14,22.33,22.48,External,20.04,20.16,20.20,1,
Internal,22.25,22.34,22.45,External,20.17,20.17,20.20,1,
Internal,22.12,22.30,22.42,External,20.10,20.10,20.16,1,
Internal,22.20,22.30,22.42,External,20.10,20.12,20.18,0,
Internal,22.22,22.33,22.42,External,20.22,20.13,20.15,0,
Internal,22.17,22.33,22.41,External,20.10,20.16,20.13,0,
Internal,22.27,22.33,22.45,External,20.12,20.16,20.20,0,
Internal,22.25,22.34,22.41,External,20.12,20.17,20.12,0,
Internal,22.17,22.34,22.42,External,20.10,20.17,20.16,0,
Internal,22.20,22.27,22.45,External,20.06,20.08,20.11,0,
Internal,22.25,22.33,22.42,External,20.12,20.12,20.16,0,
Internal,22.27,22.33,22.42,External,20.15,20.16,20.15,0,
Internal,22.22,22.34,22.37,External,20.09,20.13,20.10,0,
Internal,22.25,22.34,22.48,External,20.15,20.12,20.20,0,
Internal,22.27,22.34,22.45,External,20.13,20.13,20.17,0,
Internal,22.27,22.34,22.48,External,20.15,20.12,20.22,0,
Internal,22.25,22.37,22.41,External,20.10,20.17,20.12,0,
Internal,22.27,22.41,22.45,External,20.11,20.18,20.17,0,
Internal,22.27,22.42,22.48,External,20.12,20.20,20.20,0,
Internal,22.30,22.37,22.42,External,20.13,20.16,20.15,0,
Internal,22.33,22.41,22.42,External,20.20,20.17,20.13,0,
Internal,22.27,22.41,22.42,External,20.08,20.16,20.13,0,
Internal,22.25,22.37,22.41,External,20.10,20.13,20.12,0,
Internal,22.27,22.42,22.45,External,20.11,20.20,20.15,0,
Internal,22.27,22.45,22.48,External,20.11,20.22,20.20,0,
Internal,22.27,22.42,22.45,External,20.12,20.20,20.16,0,
Internal,22.33,22.42,22.45,External,20.18,20.20,20.17,0,
Internal,22.34,22.41,22.45,External,20.17,20.16,20.15,0,
Internal,22.30,22.45,22.42,External,20.15,20.18,20.13,0,
Internal,22.30,22.42,22.48,External,20.13,20.20,20.18,0,
Internal,22.33,22.45,22.48,External,20.18,20.20,20.18,0,
Internal,22.33,22.42,22.48,External,20.17,20.16,20.16,0,
Internal,22.30,22.45,22.48,External,20.09,20.20,20.18,0,
Internal,22.33,22.48,22.48,External,20.20,20.26,20.18,0,
Internal,22.27,22.45,22.45,External,20.05,20.20,20.12,0,
Internal,22.27,22.42,22.50,External,20.06,20.18,20.20,0,
Internal,22.27,22.42,22.48,External,20.08,20.18,20.18,0,
Internal,22.33,22.45,22.48,External,20.20,20.20,20.18,0,
Internal,22.30,22.42,22.48,External,20.15,20.16,20.18,0,
Internal,22.30,22.45,22.48,External,20.17,20.22,20.15,0,
Internal,22.33,22.45,22.45,External,20.17,20.20,20.16,0,
Internal,22.33,22.45,22.48,External,20.17,20.18,20.18,0,
Internal,22.30,22.42,22.50,External,20.17,20.20,20.20,0,
Internal,22.33,22.42,22.48,External,20.20,20.16,20.16,0,
Internal,22.30,22.42,22.48,External,20.16,20.16,20.20,0,
Internal,22.33,22.42,22.48,External,20.16,20.18,20.16,0,
Internal,22.25,22.45,22.50,External,20.02,20.20,20.17,0,
Internal,22.27,22.42,22.48,External,20.15,20.18,20.20,0,
Internal,22.30,22.45,22.48,External,20.13,20.22,20.18,0,
Internal,22.30,22.50,22.45,External,20.20,20.27,20.17,0,
Internal,22.30,22.42,22.48,External,20.13,20.20,20.18,0,
Internal,22.37,22.41,22.48,External,20.23,20.16,20.16,0,
Internal,22.30,22.42,22.50,External,20.16,20.16,20.20,0,
Internal,22.27,22.41,22.50,External,20.18,20.18,20.20,0,
Internal,22.27,22.41,22.42,External,20.13,20.16,20.13,0,
Internal,22.30,22.48,22.48,External,20.17,20.27,20.18,0,
Internal,22.27,22.41,22.48,External,20.10,20.17,20.20,0,
Internal,22.30,22.41,22.50,External,20.20,20.16,20.22,0,
Internal,22.27,22.41,22.48,External,20.11,20.18,20.16,0,
Internal,22.25,22.41,22.48,External,20.15,20.17,20.18,1,
Internal,22.22,22.45,22.50,External,20.10,20.20,20.20,1,
Internal,22.25,22.41,22.48,External,20.16,20.17,20.18,1,
Internal,22.25,22.42,22.48,External,20.09,20.20,20.18,1,
Internal,22.30,22.42,22.50,External,20.20,20.20,20.20,1,
Internal,22.30,22.41,22.48,External,20.16,20.18,20.20,0,
Internal,22.30,22.42,22.48,External,20.16,20.20,20.20,0,
Internal,22.25,22.41,22.48,External,20.02,20.18,20.20,0,
Internal,22.27,22.41,22.48,External,20.15,20.18,20.18,0,
Internal,22.30,22.48,22.48,External,20.10,20.24,20.18,0,
Internal,22.33,22.42,22.48,External,20.20,20.18,20.15,0,
Internal,22.34,22.45,22.48,External,20.13,20.18,20.16,0,
Internal,22.34,22.41,22.50,External,20.17,20.16,20.16,0,
Internal,22.33,22.42,22.50,External,20.16,20.18,20.17,0,
Internal,22.30,22.48,22.48,External,20.12,20.22,20.16,0,
Internal,22.34,22.42,22.48,External,20.12,20.16,20.18,0,
Internal,22.34,22.48,22.48,External,20.12,20.22,20.15,0,
Internal,22.33,22.45,22.48,External,20.13,20.18,20.15,0,
Internal,22.34,22.45,22.50,External,20.15,20.17,20.15,0,
Internal,22.37,22.48,22.48,External,20.15,20.20,20.15,0,
Internal,22.34,22.48,22.48,External,20.08,20.20,20.15,0,
Internal,22.34,22.45,22.48,External,20.13,20.17,20.15,0,
Internal,22.41,22.50,22.50,External,20.17,20.20,20.15,0,
Internal,22.34,22.53,22.48,External,20.10,20.26,20.15,0,
Internal,22.42,22.50,22.53,External,20.13,20.22,20.17,0,
Internal,22.41,22.50,22.53,External,20.12,20.20,20.17,0,
Internal,22.41,22.50,22.55,External,20.12,20.20,20.20,0,
Internal,22.37,22.53,22.50,External,20.23,20.20,20.15,0,
Internal,22.34,22.48,22.53,External,20.10,20.18,20.17,0,
Internal,22.42,22.50,22.55,External,20.22,20.20,20.18,0,
Internal,22.41,22.53,22.53,External,20.12,20.23,20.18,0,
Internal,22.41,22.48,22.50,External,20.18,20.18,20.16,0,
Internal,22.42,22.50,22.55,External,20.15,20.20,20.20,0,
Internal,22.37,22.50,22.50,External,20.09,20.20,20.15,0,
Internal,22.34,22.53,22.55,External,20.10,20.23,20.18,0,
Internal,22.41,22.50,22.50,External,20.20,20.20,20.16,0,
Internal,22.37,22.50,22.53,External,20.15,20.20,20.18,0,
Internal,22.37,22.53,22.55,External,20.15,20.20,20.18,0,
Internal,22.41,22.53,22.55,External,20.20,20.23,20.20,0,
Internal,22.42,22.53,22.50,External,20.22,20.24,20.15,0,
Internal,22.37,22.53,22.53,External,20.15,20.20,20.18,0,
Internal,22.48,22.53,22.55,External,20.26,20.23,20.20,0,
Internal,22.41,22.53,22.50,External,20.17,20.23,20.15,0,
Internal,22.37,22.48,22.50,External,20.15,20.15,20.13,0,
Internal,22.34,22.50,22.53,External,20.13,20.17,20.18,0,
Internal,22.33,22.53,22.53,External,20.09,20.20,20.18,0,
Internal,22.41,22.50,22.53,External,20.18,20.20,20.18,0,
Internal,22.37,22.50,22.50,External,20.17,20.20,20.15,0,
Internal,22.41,22.55,22.48,External,20.20,20.24,20.13,0,
Internal,22.34,22.53,22.50,External,20.18,20.24,20.16,0,
Internal,22.37,22.48,22.50,External,20.20,20.20,20.15,0,
Internal,22.37,22.50,22.55,External,20.23,20.20,20.20,0,
Internal,22.37,22.50,22.55,External,20.18,20.20,20.20,0,
Internal,22.34,22.45,22.53,External,20.10,20.15,20.17,0,
Internal,22.37,22.45,22.50,External,20.13,20.16,20.13,0,
Internal,22.37,22.55,22.55,External,20.22,20.27,20.20,0,
Internal,22.30,22.45,22.53,External,20.13,20.18,20.20,0,
Internal,22.34,22.48,22.53,External,20.20,20.20,20.20,0,
Internal,22.37,22.50,22.48,External,20.22,20.22,20.16,0,
Internal,22.41,22.53,22.48,External,20.20,20.24,20.15,0,
Internal,22.37,22.50,22.53,External,20.20,20.22,20.18,0,
Internal,22.34,22.50,22.58,External,20.15,20.22,20.24,1,
Internal,22.37,22.50,22.53,External,20.22,20.26,20.20,1,
Internal,22.34,22.50,22.53,External,20.15,20.23,20.20,1,
Internal,22.37,22.48,22.55,External,20.20,20.22,20.20,1,
Internal,22.37,22.48,22.50,External,20.17,20.22,20.16,1,
Internal,22.33,22.48,22.48,External,20.10,20.22,20.15,0,
Internal,22.34,22.48,22.50,External,20.12,20.22,20.15,0,
Internal,22.33,22.45,22.50,External,20.09,20.17,20.16,0,
Internal,22.37,22.48,22.50,External,20.18,20.20,20.16,0,
Internal,22.34,22.48,22.50,External,20.17,20.20,20.15,0,
Internal,22.41,22.50,22.48,External,20.20,20.23,20.16,0,
Internal,22.41,22.41,22.50,External,20.17,20.13,20.15,0,
Internal,22.41,22.48,22.53,External,20.18,20.20,20.17,0,
Internal,22.41,22.45,22.53,External,20.18,20.17,20.20,0,
Internal,22.34,22.48,22.50,External,20.05,20.20,20.15,0,
Internal,22.41,22.53,22.50,External,20.16,20.26,20.16,0,
Internal,22.41,22.48,22.53,External,20.20,20.20,20.17,0,
Internal,22.42,22.50,22.50,External,20.20,20.20,20.13,0,
Internal,22.42,22.50,22.50,External,20.18,20.20,20.15,0,
Internal,22.50,22.48,22.50,External,20.22,20.20,20.13,0,
Internal,22.41,22.53,22.58,External,20.17,20.23,20.22,0,
Internal,22.37,22.50,22.53,External,20.15,20.20,20.17,0,
Internal,22.42,22.53,22.55,External,20.16,20.20,20.17,0,
Internal,22.42,22.53,22.50,External,20.13,20.24,20.15,0,
Internal,22.45,22.53,22.55,External,20.20,20.20,20.18,0,
Internal,22.42,22.50,22.53,External,20.13,20.16,20.16,0,
Internal,22.45,22.50,22.50,External,20.22,20.20,20.13,0,
Internal,22.45,22.58,22.58,External,20.22,20.26,20.20,0,
Internal,22.45,22.58,22.53,External,20.17,20.26,20.17,0,
Internal,22.50,22.53,22.53,External,20.27,20.20,20.17,0,
Internal,22.42,22.53,22.58,External,20.20,20.20,20.22,0,
Internal,22.42,22.58,22.53,External,20.20,20.24,20.17,0,
Internal,22.42,22.55,22.55,External,20.16,20.20,20.15,0,
Internal,22.48,22.58,22.55,External,20.29,20.26,20.18,0,
Internal,22.42,22.53,22.55,External,20.16,20.20,20.17,0,
Internal,22.42,22.58,22.53,External,20.18,20.24,20.16,0,
Internal,22.42,22.53,22.55,External,20.23,20.20,20.17,0,
Internal,22.50,22.55,22.58,External,20.27,20.22,20.20,0,
Internal,22.50,22.48,22.53,External,20.23,20.16,20.18,0,
Internal,22.45,22.55,22.53,External,20.18,20.22,20.17,0,
Internal,22.42,22.50,22.58,External,20.18,20.17,20.22,0,
Internal,22.50,22.55,22.55,External,20.29,20.20,20.17,0,
Internal,22.45,22.50,22.58,External,20.17,20.20,20.20,0,
Internal,22.42,22.55,22.55,External,20.18,20.22,20.17,0,
Internal,22.45,22.55,22.53,External,20.22,20.22,20.17,0,
Internal,22.41,22.53,22.55,External,20.20,20.20,20.18,0,
Internal,22.37,22.55,22.53,External,20.20,20.22,20.17,0,
Internal,22.45,22.55,22.58,External,20.26,20.22,20.20,0,
Internal,22.37,22.50,22.53,External,20.15,20.20,20.16,0,
Internal,22.42,22.50,22.55,External,20.15,20.16,20.17,0,
Internal,22.42,22.53,22.53,External,20.20,20.23,20.16,0,
Internal,22.37,22.53,22.55,External,20.13,20.23,20.18,0,
Internal,22.42,22.50,22.58,External,20.20,20.17,20.22,0,
Internal,22.37,22.50,22.55,External,20.15,20.17,20.17,0,
Internal,22.41,22.50,22.53,External,20.18,20.17,20.17,0,
Internal,22.41,22.53,22.50,External,20.23,20.24,20.13,0,
Internal,22.41,22.53,22.55,External,20.23,20.23,20.17,0,
Internal,22.41,22.53,22.55,External,20.18,20.23,20.18,0,
Internal,22.42,22.53,22.55,External,20.27,20.23,20.18,0,
Internal,22.41,22.50,22.53,External,20.20,20.20,20.17,0,
Internal,22.41,22.50,22.58,External,20.20,20.20,20.22,0,
Internal,22.37,22.50,22.58,External,20.22,20.20,20.20,1,
Internal,22.37,22.55,22.53,External,20.16,20.24,20.16,1,
Internal,22.37,22.58,22.55,External,20.18,20.30,20.17,1,
Internal,22.41,22.50,22.58,External,20.16,20.20,20.22,1,
Internal,22.42,22.48,22.58,External,20.22,20.20,20.23,1,
Internal,22.42,22.50,22.58,External,20.22,20.20,20.23,0,
Internal,22.37,22.53,22.55,External,20.22,20.24,20.18,0,
Internal,22.41,22.48,22.50,External,20.18,20.20,20.15,0,
Internal,22.41,22.48,22.53,External,20.16,20.20,20.20,0,
Internal,22.42,22.58,22.53,External,20.16,20.30,20.16,0,
Internal,22.45,22.53,22.61,External,20.20,20.26,20.24,0,
Internal,22.42,22.53,22.55,External,20.16,20.24,20.17,0,
Internal,22.42,22.53,22.58,External,20.16,20.26,20.22,0,
Internal,22.45,22.53,22.55,External,20.22,20.24,20.18,0,
Internal,22.45,22.48,22.58,External,20.22,20.18,20.20,0,
Internal,22.48,22.55,22.55,External,20.26,20.22,20.17,0,
Internal,22.45,22.53,22.58,External,20.20,20.20,20.22,0,
Internal,22.50,22.55,22.53,External,20.23,20.22,20.16,0,
Internal,22.42,22.50,22.58,External,20.10,20.20,20.18,0,
Internal,22.50,22.55,22.53,External,20.23,20.24,20.16,0,
Internal,22.48,22.55,22.58,External,20.22,20.22,20.18,0,
Internal,22.48,22.55,22.53,External,20.20,20.20,20.16,0,
Internal,22.48,22.61,22.61,External,20.15,20.27,20.20,0,
Internal,22.45,22.58,22.55,External,20.16,20.24,20.17,0,
Internal,22.50,22.61,22.55,External,20.20,20.27,20.13,0,
Internal,22.50,22.58,22.61,External,20.22,20.24,20.20,0,
Internal,22.45,22.58,22.58,External,20.12,20.23,20.18,0,
Internal,22.48,22.62,22.61,External,20.18,20.28,20.23,0,
Internal,22.48,22.55,22.55,External,20.16,20.20,20.15,0,
Internal,22.48,22.61,22.58,External,20.20,20.26,20.17,0,
Internal,22.48,22.61,22.61,External,20.20,20.26,20.23,0,
Internal,22.53,22.58,22.62,External,20.24,20.23,20.20,0,
Internal,22.48,22.58,22.55,External,20.26,20.22,20.15,0,
Internal,22.48,22.55,22.62,External,20.20,20.20,20.22,0,
Internal,22.50,22.53,22.61,External,20.17,20.18,20.20,0,
Internal,22.48,22.61,22.61,External,20.20,20.27,20.20,0,
Internal,22.50,22.61,22.55,External,20.22,20.27,20.13,0,
